Championships stolen by the Houston Astros,Games tied by the 1995 Yankees,Grand slams hit by Don Mattingly,Runs batted in by Mariano Rivera,Times Derek Jeter pinch-ran
Home runs hit by Derek Jeter in the 2003 postseason
Home runs allowed by Mariano Rivera,Runs batted in by Derek Jeter in 1993,Games won by the 1991 Yankees,Games lost by the 1979 Yankees,Games lost by the 1983 Yankees,Games won by the 1905 Highlanders,Games won by the 1917 Yankees,Managerial losses by Kid Elberfeld,
Triples hit by Mickey Mantle,Walks for Derek Jeter in 2009,Games lost by the 1986 Yankees,Games lost by the 1986 Yankees,Games won by the 1903 Highlanders,Games won by the 1967 Yankees
Runs batted in by Derek Jeter in 2000,Games lost by the 1974 Yankees,Games lost by the 1987 Yankees,Managerial losses by Bob Lemon,Plate appearances by Derek Jeter in 2013,Games Derek Jeter was the designated hitter
Runs batted in by Derek Jeter in 2001,Games lost by the 2000 Yankees,Games won by the 1989 Yankees,Games lost by the 1993 Yankees,Games won by the 1909 Highlanders,Games lost by the 1916 Yankees
Wild pitches thrown by Whitey Ford (team record),Games lost by the 2015 Yankees,Games lost by the 1984 Yankees
Games won by the 1992 Yankees,Games lost by the 1972 Yankees,Games lost by the 1988 Yankees,Games won by the 1911 Highlanders,Games lost by the 1911 Highlanders,Managerial losses by Gene Michael
Games lost by the 2013 Yankees,Games lost by the 1975 Yankees,Games lost by the 1909 Highlanders,Games won by the 1965 yankees
Postseason games finished by Mariano Rivera,Runs batted in by Derek Jeter in 1996,Intentional walks of Jorge Posada,Games lost by the 1905 Highlanders,Games lost by the 1907 Highlanders
Games won by the 1995 Yankees,Games won by the 1982 Yankees,Games won by the 1972 Yankees
Games won by the 1973 Yankees,Games won by the 1916 Yankees,Games won by the 1919 Yankees,Games won by the 1969 Yankees,Managerial losses by Hal Chase
Managerial wins by Johnny Keane,Games won by the 1945 Yankees
Games Mariano Rivera won,Games lost by the 1973 Yankees,Games lost by the 1917 Yankees,Games won by the 1971 Yankees
Games won by the 1975 Yankees,Games lost by the 1982 Yankees,Games lost by the 1915 Yankees,Games won by the 1968 Yankees
Runs scored by Derek Jeter in 2011,Runs batted in by Derek Jeter in 1998,Games lost by the 1914 Yankees,Games won by the 2014 Yankees,Games won by the 2016 Yankees
Years played at the original Yankee Stadium (1923-2008),Games won by the 1988 Yankees
Games played by Paul Quantrill in 2004 (team record for a pitcher),Hits allowed by Mariano Rivera in postseason games,Managerial wins by Bob Shawkey,Managerial wins by Hal Chase,Games lost by the 1992 Yankees,Games won by the 1930 Yankees
Games won by the 2000 Yankees,Games won by the 2015 Yankees,Games won by the 1984 Yankees,Games lost by the 1989 Yankees,Games won by the 1946 Yankees
Games won by the 1993 Yankees,Games won by the 1910 Highlanders,Games won by the 1929 Yankees,Games won by the 1940 Yankees
Games managed by Bucky Dent,Games won by the 2008 Yankees,Games won by the 1987 Yankees,Games won by the 1979 Yankees,Games won by the 1974 Yankees,Games won by the 1935 Yankees,Games won by the 1924 Yankees,Games lost by the 1966 Yankees,
Games won by the 1986 Yankees,Games won by the 1906 Highlanders,Games lost by the 1967 Yankees
Games won by the 2017 Yankees,Games won by the 1983 Yankees,Games lost by the 1991 Yankees,Games won by the 1933 Yankees,Games won by the 1926 Yankees
Games won by the 1996 Yankees,Managerial wins by Gene Michael,Games won by the 1904 Highlanders,Games won by the 1958 Yankees
Bases stolen by Rickey Henderson in 1988 (team record),Games won by the 1970 Yankees
Games won by the 2007 Yankees,Games lost by the 1913 Yankees,Games won by the 1948 Yankees,Games won by the 1934 Yankees
Games won by the 2001 Yankees,Games won by the 2012 Yankees,Games lost by the 1990 Yankees,Games won by the 1920 Yankees,Games won by the 2010 Yankees,Games won by the 2005 Yankees,Games won by the 2001 Yankees,Games won by the 1952 Yankees,
Postseason games played by Mariano Rivera,Sacrifice flies by Don Mattingly (team record),Games won by the 1997 Yankees,Games won by the 1962 Yankees,Games won by the 1955 Yankees
Sacrifice hits by Derek Jeter,Games won by the 2011 Yankees,Games won by the 2006 Yankees,Games won by the 1985 Yankees,Games won by the 1976 Yankees,Games won by the 1960 Yankees,Games won by the 1956 Yankees,Games won by the 1949 Yankees,Games won by the 1947 Yankees
Games won by the 1999 Yankees,Games managed by Kid Elberfeld,Games won by the 1921 Yankees,Games won by the 1957 Yankees,Games won by the 1951 Yankees,Games won by the 1950 Yankees,Games won by the 1943 Yankees,Games won by the 1923 Yankees,
Managerial wins by Bob Lemon,Games won by the 1938 Yankees,Games won by the 1953 Yankees,Games won by the 1964 Yankees
Games won by the 2018 Yankees,Games won by the 1978 Yankees,Games won by the 1977 Yankees
Games won by the 2003 Yankees,Games won by the 2004 Yankees,Games won by the 1941 Yankees,Games won by the 1928 Yankees,Managerial losses by Johnny Keane
Runs batted in by Derek Jeter in 1999,Games lost by the 1912 Highlanders,Games won by the 1936 Yankees,Games won by the 1937 Yankees,Managerial losses by Harry Wolverton
Games won by the 2009 Yankees,Managerial wins by Dick Howser,Games won by the 2002 Yankees,Games won by the 2019 Yankees,Games won by the 1980 Yankees,Games lost by the 1908 Highlanders,Games won by the 1954 Yankees,Games won by the 1942 Yankees,
Runs scored by Derek Jeter in 1996,Games won by the 1963 Yankees
Games managed by Bill Dickey
Games won by the 1939 Yankees,"Triples hit by Babe Ruth, as a Yankee"
Runs batted in by Lyn Lary in 1931,Runs scored by Derek Jeter in 2009,Games played by the 1981 Yankees,Games won by the 1932 Yankees,Times Mickey Mantle struck out in 1954 (led MLB)
Years between Chicago Cubs' World Series victories
Games won by the 1961 Yankees
Triples hit by the 1930 Yankees (team record),Games won by the 1927 Yankees,"Bases stolen by Babe Ruth, as a Yankee",Strikeouts by Mariano Rivera in postseason games,Putouts by Mariano Rivera
Runs scored by Derek Jeter in postseason games (MLB record),Times Mickey Mantle struck out in 1952 (led AL)
Times Mickey Mantle walked in 1956
Times Mickey Mantle walked in 1955 (led MLB),Double plays grounded into by Mickey Mantle
Batters hit by Jack Warhop (team record),Games won by the 1998 Yankees (team record)
Derek Jeter's career OPS+
Runs scored by Derek Jeter in 1997
"Times Babe Ruth caught stealing (tied, team record)","Times Roy White caught stealing (tied, team record)",Managerial wins by Frank Chance,Managerial losses by Bucky Harris,Andy Pettitte's ERA+
Runs scored by Derek Jeter in 2006
Extra-base hits by Babe Ruth in 1921 (MLB record),Runs scored by Mickey Mantle in 1960 (led MLB)
Managerial wins by Stump Merrill,Times Mickey Mantle struck out in 1958 (led MLB)
Games managed by Dallas Green,Runs scored by Mickey Mantle in 1957 (led MLB)
Runs scored by Derek Jeter in 2005,Times Mickey Mantle walked in 1962 (led MLB)
Bases stolen by Babe Ruth
Runs scored by Derek Jeter in 2002,Managerial losses by Bill Virdon
Times Mickey Mantle struck out in 1960 (led AL),Doubles hit by Johnny Damon as a Yankee
Times Mickey Mantle walked in 1961 (led MLB),Times Mickey Mantle struck out in 1959 (led MLB)
Earned runs allowed by Sam Jones in 1925 (team record),Runs scored by Derek Jeter in 1998 (led AL),Don Mattingly's OPS+,Runs scored by Mickey Mantle in 1958 (led MLB)

Runs scored by Mickey Mantle in 1954 (led MLB),Times Mickey Mantle walked in 1958 (led MLB)
Runs batted in by Mickey Mantle in 1956 (led MLB)
Games played by Derek Jeter in 2011
Runs scored by Mickey Mantle in 1956 (led MLB)

Runs scored by Derek Jeter in 1999
Strikeouts of Derek Jeter in postseason games (MLB record)
Managerial losses by George Stallings,Intentional walks to Don Mattingly,Triples hit by Babe Ruth


"Losses by Mel Stottlemyre (team record, sadly)"

Innings pitched in postseason games by Mariano Rivera
Managerial wins by Bill Virdon
Singles by Derek Jeter in postseason games (MLB record)

Runs batted in by Don Mattingly in 1985 (led MLB)
Walks of Mickey Mantle in 1957 (led MLB)

Managerial losses by Yogi Berra,Intentional walks to Mickey Mantle (team record)
Bases stolen by Phil Rizzuto

Total bases for Mickey Mantle in 1951
Managerial wins by George Stallings
Games managed by Harry Wolverton,Bases stolen by Mickey Mantle,Games lost by Andy Pettitte (as a Yankee)
Games managed by Bob Shawkey
Managerial losses by Stump Merrill


Postseason games played by Derek Jeter (MLB record)



Hits by Derek Jeter in 2011
Triples hit by Lou Gehrig (team record),Games managed by Dick Howser,Total bases for Mickey Mantle in 1965



Games managed by Hal Chase
Managerial losses by Frank Chance,Games managed by Gene Michael

Walks to Babe Ruth in 1923 (American League record),Times Derek Jeter hit by pitch (team record)
Singles hit by Steve Sax in 1989 (team record)
Games managed by Bob Lemon,Mickey Mantle's career OPS+
Total bases for Mickey Mantle in 1968



Runs scored by Babe Ruth in 1921 (led AL),Mickey Mantle's OPS+ in 1964 (led MLB)

Total bases for Mickey Mantle in 1966
Mickey Mantle's OPS+ in 1955 (led MLB)

Games managed by Johnny Keane


Runs batted in by Lou Gehrig in 1931 (American League record)
Double plays grounded into by Jorge Posada

Mickey Mantle's OPS+ in 1958 (led MLB)
Millions of dollars promised to Derek Jeter before the 2001 season
Hits by Derek Jeter in 1997
Hits by Derek Jeter in 2002,Managerial wins by Bucky Harris,Double plays grounded into by Don Mattingly,Total bases for Mickey Mantle in 1967
Managerial wins by Yogi Berra
Sacrifice hits by Phil Rizzuto,Managerial losses by Lou Piniella

Mickey Mantle's OPS+ in 1962
Mickey Mantle's OPS+ in 1963



Hits by Derek Jeter in postseason games (MLB record)

Hits by Derek Jeter in 2005
Hits by Derek Jeter in 2007

Mariano Rivera's career ERA+ (MLB record)
Babe Ruth's career OPS+ (MLB record),Mickey Mantle's OPS+ in 1961 (led MLB)
Hits by Don Mattingly in 1984 (led AL)

"Babe Ruth's career OPS+, as a Yankee (team record)"
Mickey Mantle's OPS+ for 1956 (led MLB)
Strikeouts by Giancarlo Stanton in 2018 (team record)
Hits by Derek Jeter in 2009

Hits by Derek Jeter in 2006

Hits by Derek Jeter in 2012 (led MLB)


Hits by Derek Jeter in 1999 (led MLB),Games won by Andy Pettitte (as a Yankee)
Managerial wins by Bill Donovan
Mickey Mantle's OPS+ in 1957
Home runs hit by Don Mattingly

Managerial wins by Lou Piniella

Sacrifice hits by Wally Pipp (team record)

Total bases for Mickey Mantle in 1962
Total bases for Mickey Mantle in 1953






Wins by Whitey Ford (team record),"Home runs allowed by Andy Pettitte, as a Yankee"

"Hits by Don Mattingly in 1986 (team record, led MLB)"
Doubles by Phil Rizzuto,Managerial losses by Bill Donovan








Strikeouts by Ron Guidry in 1978 (team record),Home runs allowed by the 2019 Yankees (team record)





Errors by Derek Jeter



Defensive assists by Mariano Rivera

Home runs hit by Derek Jeter
Complete games thrown by Red Ruffing (team record)




Games managed by Bill Virdon

Managerial losses by Buck Showalter,Walks by Johnny Damon as a Yankee

Runs allowed by the 2020 Yankees (team low)




Games managed by Stump Merrill,Total bases for Mickey Mantle in 1964,Home runs by Jorge Posada


Total bases for Mickey Mantle in 1959






Total bases for Mickey Mantle in 1954
Walks allowed by Mariano Rivera
Double plays grounded into by Derek Jeter (team record)
Home runs allowed by Andy Pettitte
Bases stolen by the 1910 Yankees (team season record)
Games managed by Frank Chance
Total bases for Mickey Mantle in 1952


Total bases for Mickey Mantle in 1960 (led AL)
Games managed by George Stallings
Runs batted in by Johnny Damon as a Yankee





Total bases by Derek Jeter in postseason games (MLB record)



Home runs hit by the 2019 Yankees (team record)
Total bases for Mickey Mantle in 1958 (led AL)

Games managed by Bucky Harris



Managerial wins by Buck Showalter

Earned runs allowed by Mariano Rivera,Runs scored by the 2020 Yankees (team low),Total bases for Mickey Mantle in 1957
Total bases for Mickey Mantle in 1955









Bases stolen by Rickey Henderson as a Yankee
Doubles hit by the 2006 Yankees (team record)












Hits allowed by pitcher Jack Powell in 1904 (team record),Runs allowed by Mariano Rivera

Games managed by Yogi Berra
Runs allowed by the 1981 Yankees
Doubles hit by Mickey Mantle,Strikeouts of Johnny Damon as a Yankee








Total bases for Mickey Mantle in 1961




Bases stolen by Derek Jeter (team record)











Managerial losses by Clark Griffith,Total bases for Don Mattingly in 1985 (led MLB)



Defensive chances for Mariano Rivera

Total bases for Mickey Mantle in 1956 (led MLB)


Doubles hit by Jorge Posada





Managerial losses by Billy Martin


Total bases for Don Mattingly in 1986 (led MLB)









Strikeouts of Phil Rizzuto











Runs scored by Johnny Damon as a Yankee






Games managed by Lou Piniella

Managerial wins by Clark Griffith
"Minutes of baseball played against the Detroit Tigers on June 24, 1962 (team record)",
Runs scored by the 1981 Yankees


Doubles hit by Babe Ruth (as a Yankee)













"Games started by Whitey Ford (tied, team record)","Games started by Andy Pettitte as a Yankee (tied, team record)"



Doubles hit by Don Mattingly

Strikeouts of Don Mattingly


Games played by Andy Pettitte (as a Yankee)






Complete innings pitched by Jack Chesbro in 1904 (team record)


Total bases by Babe Ruth in 1921 (MLB record)


"Runs scored by the 1908 Highlanders (team season low, 154 games)"




Games managed by Bill Donovan









Runs allowed by the 1918 Yankees

















Runs scored by the 1918 Yankees












Doubles hit by Babe Ruth,Runs allowed by the 1919 Yankees
Runs allowed by the 1942 Yankees













Games started by Andy Pettitte
"Runs scored by the 1967 Yankees (team season low, 162 games)"

Runs scored by the 1917 Yankees

Runs allowed by the 1904 Highlanders
Batters faced by Mariano Rivera in postseason games,Runs allowed by the 1972 Yankees

Runs scored by the 1913 Yankees

Runs allowed by the 1968 Yankees,Games played by Andy Pettitte


Doubles hit by Lou Gehrig,Runs allowed by the 1994 Yankees,Runs allowed by the 1957 Yankees

Home runs hit by Mickey Mantle,Runs scored by the 1968 Yankees
Runs scored by the 1914 Yankees




Runs allowed by the 1943 Yankees,Plate appearances by Derek Jeter in 2003
Runs allowed by the 1906 Highlanders
Doubles hit by Derek Jeter (team record)


Runs allowed by the 1946 Yankees,Runs allowed by the 1953 Yankees,Runs allowed by 1963 Yankees


Runs allowed by the 1914 Yankees





Managerial wins by Billy Martin,Runs allowed by the 1939 Yankees
Runs scored by the 1972 Yankees,Runs allowed by the 1910 Highlanders,Runs allowed by the 1952 Yankees
Runs allowed by the 1917 Yankees


Runs allowed by the 1916 Yankees
Runs scored by the 1969 Yankees
Runs batted in by Phi Rizzuto,Runs allowed by the 1954 Yankees




Runs allowed by the 1947 Yankees
Runs allowed by the 1955 Yankees



Runs allowed by the 1903 Highlanders

Runs allowed by the 1976 Yankees
Games Johnny Damon played as a Yankee
Runs scored by the 1916 Yankees,Runs allowed by the 1958 Yankees,Runs allowed by the 1964 Yankees
Runs scored by the 1920 Yankees
Runs scored by the 1903 Highlanders


Runs allowed by the 1978 Yankees,Games managed by Buck Showalter

Runs scored by the 1915 Yankees

Runs scored by the 1905 Highlanders
Runs allowed by the 1909 Highlanders,Runs allowed by the 1969 Yankees
Times Don Mattingly walked,Runs allowed by the 1975 Yankees,Runs allowed by the 1915 Yankees
Runs scored by the 1909 Highlanders








Runs scored by the 1904 Highlanders
Runs allowed by the 1927 Yankees



Runs scored by the 1990 Yankees
Runs allowed by the 1965 Yankees
Runs scored by the 1907 Highlanders
Runs allowed by the 1945 Yankees
Plate appearances by Derek Jeter in 2011


Runs allowed by the 1973 Yankees
Runs scored by the 1965 Yankees,Runs scored by the 1966 Yankees
Runs allowed by the 1966 Yankees,Runs allowed by the 1970 Yankees,Runs allowed by the 1961 Yankees




Runs allowed by the 1944 Yankees
Runs allowed by the 1922 Yankees


Runs allowed by the 1905 Highlanders,Runs allowed by the 1951 Yankees,Runs allowed by the 1967 Yankees
Runs allowed by the 1923 Yankees
Runs allowed by the 1974 Yankees


Runs scored by the 1910 Highlanders
Runs allowed by the 1960 Yankees

Runs allowed by the 1920 Yankees
Runs scored by the 1912 Highlanders
Runs allowed by the 1956 Yankees,Runs allowed by the 1941 Yankees
Runs allowed by the 1935 Yankees
Runs scored by the 2014 Yankees,Runs allowed by the 1948 Yankees
Plate appearances by Derek Jeter in 2014


Runs allowed by the 1949 Yankees


Runs scored by the 1906 Highlanders
Runs scored by the 1973 Yankees





Runs allowed by the 1959 Yankees
Runs scored by the 1971 Yankees

At-bats by Derek Jeter in postseason games (MLB record),Runs scored by the 2013 Yankees,First-pitch hits by Derek Jeter (MLB record)
Walks to Phil Rizzuto,Runs allowed by the 1977 Yankees
Saves by Mariano Rivera (MLB record)

At-bats by Derek Jeter in 2005,Plate appearances by Derek Jeter in 1996

Runs allowed by the 1998 Yankees
Runs allowed by the 2011 Yankees

Home runs hit by Babe Ruth as a Yankee (team record)
Runs allowed by the 2017 Yankees,Runs allowed by the 1985 Yankees

Runs allowed by the 1980 Yankees

Runs allowed by the 2014 Yankees


Runs allowed by the 1907 Highlanders,Runs allowed by the 1924 Yankees
Runs allowed by the 2012 Yankees,Runs allowed by the 1913 Yankees,Plate appearances by Derek Jeter in 2008
Runs scored by the 1943 Yankees,Runs allowed by the 2018 Yankees,Runs allowed by the 1934 Yankees

Runs allowed by the 2013 Yankees,Runs allowed by the 1974 Yankees
Runs allowed by the 1979 Yankees

Runs allowed by the 1991 Yankees,Runs scored by the 1944 Yankees

Runs scored by the 1945 Yankees


Runs allowed by the 1984 Yankees,Plate appearances by Derek Jeter in 2000
Runs scored by the 2016 Yankees,Runs scored by the 1970 Yankees,Runs allowed by the 1962 Yankees
Runs scored by the 1975 Yankees


Runs scored by the 1911 Highlanders,Runs scored by the 1946 Yankees
Runs allowed by the 1928 Yankees
Plate appearances by Derek Jeter in 2001
Runs scored by the 1959 Yankees
Runs allowed by the 1997 Yankees,Runs allowed by the 1995 Yankees


Runs allowed by the 1950 Yankees

Runs allowed by the 2010 Yankees
Plate appearances by Derek Jeter in 1998

At-bats by Alfonso Soriano in 2002 (single-season team record),Managerial losses by Casey Stengel
Runs allowed by the 2002 Yankees
Runs allowed by the 2015 Yankees,Runs scored by the 1989 Yankees



Runs allowed by the 2016 Yankees
Runs allowed by the 1983 Yankees


Runs scored by the 1925 Yankees

Runs allowed by the 1921 Yankees
Runs scored by the 1982 Yankees
Managerial losses by Joe Girardi,Runs allowed by the 1938 Yankees


Runs allowed by the 2001 Yankees,Runs allowed by the 1908 Highlanders,Runs allowed by the 1926 Yankees
Home runs hit by Babe Ruth,Runs scored by the 1963 Yankees
Plate apperances by Derek Jeter in 2006
Runs allowed by the 2003 Yankees,Runs allowed by the 1982 Yankees


Managerial losses by Miller Huggins

Plate appearances by Derek Jeter in 2004

Runs allowed by the 1911 Highlanders,Runs scored by the 1957 Yankees
Runs allowed by the 1932 Yankees


Runs scored by the 1952 Yankees,Runs allowed by the 2008 Yankees


Runs scored by the 1976 Yankees,Runs scored by the 1964 Yankees
Runs allowed by the 1999 Yankees,Runs allowed by the 1936 Yankees

Runs scored by the 1992 Yankees
Plate appearances by Derek Jeter in postseason games (MLB record),Runs scored by the 1979 Yankees
Plate appearances by Phil Rizzuto in 1950 (led MLB),Runs scored by the 1978 Yankees


Runs allowed by the 1986 Yankees
Plate appearances by Derek Jeter in 1999 (led AL),Plate appearances by Derek Jeter in 2010 (led AL),Runs allowed by the 2019 Yankees
Plate appearances by Derek Jeter in 2012 (led MLB)

Plate apperances by Don Mattingly in 1986 (led MLB)



Runs allowed by the 1992 Yankees

Plate appearances by Derek Jeter in 1997 (led MLB),Runs allowed by the 1988 Yankees
Runs allowed by the 1995 Yankees,Runs allowed by the 1990 Yankees


Plate appearances by Derek Jeter in 2005 (led MLB)
Runs allowed by the 2009 Yankees




Runs allowed by the 1987 Yankees,Runs scored by the 1922 Yankees,Runs scored by the 1984 Yankees
Games lost by the Yankees while they were called the Highlanders,Runs scored by the 1958 Yankees
Runs allowed by the 1931 Yankees
Runs allowed by the 1993 Yankees
Runs scored by the 1955 Yankees

Runs scored by the 2015 Yankees


Managerial losses by Joe Torre,Runs allowed by the 2006 Yankees
Runs allowed by the 1933 Yankees

Runs scored by the 1983 Yankees

Runs scored by the 1988 Yankees

Runs allowed by the 1925 Yankees
Runs allowed by the 1929 Yankees

Runs allowed by the 2007 Yankees,Runs allowed by the 1991 Yankees









Runs allowed by the 1996 Yankees
Runs scored by the 1987 Yankees
Runs allowed by the 2005 Yankees,Runs scored by the 2008 Yankees


Runs allowed by the 1989 Yankees

Runs scored by the 1947 Yankees


Runs scored by the 1986 Yankees
Runs scored by the 1951 Yankees,Runs scored by the 1924 Yankees


Runs scored by the 1953 Yankees,Runs scored by the 1942 Yankees


Runs scored by the 2001 Yankees,Runs allowed by the 2012 Yankees
Runs scored by the 1954 Yankees
Managerial losses by Ralph Houk
Games managed by Clark Griffith
Runs allowed by the 2004 Yankees





Runs allowed by the 2000 Yankees


Runs scored by the 1962 Yankees,Runs scored by the 1940 Yankees
Runs scored by the 1935 Yankees

Runs scored by the 1980 Yankees
Runs scored by the 1993 Yankees

Runs scored by the 1923 Yankees



Runs scored by the 1961 Yankees

Runs scored by the 1949 Yankees
"Average ticket price on the secondary market for Derek Jeter's final home game (September 25, 2014)",Runs scored by the 1941 Yankees
Runs scored by the 1977 Yankees






Runs scored by the 1920 Yankees
Runs scored by the 1985 Yankees


